Machine_ID,Date_fabrication,Type_tissu,Quantite_kg,Vitesse_m_per_min,Temperature_C,Humidite_pct,Duree_min,Resultat_qualite_pct
M5,2023-07-27,Mélange,348,52,75,55,289,77.0
M2,2023-08-19,Polyester,447,60,79,36,243,77.02
M7,2025-01-01,Lin,386,69,74,33,292,75.35
M9,2023-02-03,Coton,303,73,82,59,102,82.74
M6,2023-04-12,Mélange,278,45,95,38,141,75.83
M5,2025-11-22,Lin,271,72,89,38,128,81.62
M8,2025-11-01,Coton,107,71,72,50,101,79.45
M9,2024-08-15,Soie,457,61,69,37,291,76.13
M3,2023-08-01,Mélange,270,65,80,43,108,79.89
M2,2023-08-18,Polyester,81,42,100,52,151,72.79
M2,2023-01-05,Coton,238,60,93,51,71,83.19
M8,2024-08-22,Lin,423,48,64,39,107,74.55
M4,2025-12-26,Coton,267,41,98,39,118,78.0
M2,2025-02-16,Lin,440,65,93,55,220,79.82
M3,2024-06-23,Coton,151,47,72,42,219,73.5
M3,2023-10-21,Mélange,447,65,71,59,244,76.89
M3,2024-03-24,Mélange,421,80,91,55,123,87.4
M6,2023-11-23,Mélange,230,53,75,34,103,76.04
M8,2025-10-06,Lin,408,79,72,58,193,80.03
M1,2023-03-08,Polyester,236,70,74,55,150,79.96
M7,2024-02-02,Soie,94,72,82,31,180,82.11
M9,2024-02-25,Soie,73,72,71,42,215,84.11
M9,2023-08-04,Lin,474,52,84,31,85,77.01
M3,2025-11-18,Soie,101,62,95,37,288,83.58
M3,2025-05-18,Coton,489,71,100,43,296,87.07
M5,2024-03-05,Soie,294,52,80,44,252,80.22
M4,2025-09-01,Lin,403,49,69,60,101,72.32
M2,2025-12-19,Mélange,199,56,69,41,203,74.08
M3,2023-10-11,Lin,141,62,85,31,156,81.61
M4,2025-12-16,Polyester,385,43,84,37,273,75.5
M4,2024-11-26,Coton,487,47,94,31,129,75.21
M8,2024-04-28,Polyester,103,55,60,45,231,73.54
M9,2023-11-03,Polyester,445,47,95,40,98,78.69
M4,2024-11-13,Soie,139,65,63,46,260,78.83
M4,2024-12-09,Mélange,474,70,83,42,76,83.39
M8,2023-11-22,Coton,235,60,76,48,78,79.22
M2,2025-11-11,Polyester,94,67,77,32,79,82.3
M6,2023-10-24,Soie,189,41,96,59,231,76.84
M7,2024-06-26,Mélange,158,77,80,44,200,85.28
M3,2023-07-06,Coton,294,40,68,30,124,70.48
M1,2025-02-05,Coton,368,71,66,34,246,76.23
M5,2024-10-13,Coton,153,76,75,54,243,82.8
M8,2025-08-07,Mélange,340,69,85,31,204,84.52
M2,2025-03-05,Lin,268,71,90,37,80,83.26
M8,2025-10-17,Soie,395,41,89,60,146,71.4
M9,2025-04-21,Mélange,293,74,86,41,120,83.3
M10,2024-06-10,Polyester,153,47,98,32,221,74.92
M4,2023-02-05,Coton,312,77,100,40,106,86.53
M1,2023-06-16,Lin,111,77,64,41,275,80.36
M7,2024-08-01,Polyester,194,76,100,44,264,85.79
M1,2024-05-18,Coton,121,66,95,44,161,84.63
M7,2024-05-03,Soie,255,59,96,44,211,84.5
M7,2024-06-02,Lin,247,62,87,52,68,78.78
M1,2024-04-02,Soie,175,62,80,52,116,82.24
M10,2024-08-03,Soie,189,76,87,49,107,86.42
M2,2024-04-11,Mélange,382,62,68,48,238,79.66
M4,2023-03-12,Coton,405,63,97,44,244,82.78
M6,2025-04-14,Coton,132,73,70,44,165,83.41
M5,2025-10-28,Lin,90,60,99,39,294,80.42
M9,2024-07-22,Mélange,440,61,99,42,149,85.28
M7,2024-12-08,Lin,202,61,76,57,290,77.44
M5,2024-10-20,Polyester,452,44,79,49,91,75.31
M10,2024-05-19,Lin,435,78,75,56,240,79.85
M8,2024-01-17,Polyester,165,76,77,58,164,79.81
M9,2025-07-05,Lin,124,54,63,48,144,75.39
M10,2025-11-25,Soie,420,53,96,51,269,78.0
M9,2023-01-25,Mélange,489,57,66,37,100,75.63
M10,2024-01-16,Soie,116,43,71,33,280,70.0
M6,2025-12-26,Polyester,486,73,82,36,133,84.2
M7,2023-01-08,Polyester,222,70,97,34,279,81.73
M1,2024-07-03,Coton,204,57,96,43,277,83.0
M3,2023-12-28,Mélange,164,76,63,56,67,80.45
M6,2024-06-28,Coton,119,47,73,53,281,71.71
M7,2025-06-21,Polyester,320,78,85,36,144,85.76
M8,2025-04-03,Coton,334,67,65,59,206,76.82
M5,2024-07-13,Polyester,332,59,72,38,238,75.62
M4,2023-04-10,Coton,87,54,94,47,154,78.58
M3,2025-03-02,Lin,474,66,70,59,231,73.07
M4,2024-04-21,Lin,208,69,78,35,127,81.0
M2,2024-09-24,Coton,204,54,88,52,208,75.27
M7,2025-06-23,Mélange,475,41,62,47,262,70.49
M3,2023-03-26,Mélange,490,57,84,54,209,77.57
M2,2023-01-10,Soie,274,58,64,44,127,77.36
M4,2024-01-06,Polyester,79,49,74,47,263,74.5
M3,2023-08-25,Mélange,362,57,87,42,146,79.24
M6,2025-04-01,Lin,151,52,68,46,99,76.46
M3,2023-04-01,Coton,118,61,85,48,87,81.37
M4,2024-02-24,Coton,162,52,76,43,179,77.03
M2,2023-08-28,Soie,451,69,83,59,268,81.44
M7,2024-04-24,Lin,447,70,99,49,148,82.93
M1,2023-04-24,Lin,192,63,73,31,80,78.21
M10,2023-04-09,Mélange,444,56,91,35,120,80.22
M3,2025-12-26,Coton,115,74,78,44,77,81.57
M1,2023-05-02,Coton,282,50,70,51,264,73.31
M6,2025-08-24,Coton,274,66,76,51,286,79.72
M2,2024-07-04,Soie,378,80,91,40,271,86.93
M10,2024-11-18,Mélange,491,51,76,31,158,74.37
M4,2024-11-05,Mélange,496,68,69,55,233,81.06
M6,2025-01-26,Mélange,496,44,71,34,141,73.36
M10,2024-09-24,Polyester,247,65,94,39,242,80.48
M3,2025-02-26,Lin,298,55,100,36,175,81.94
M3,2025-08-17,Coton,116,45,65,31,90,72.36
M1,2025-10-02,Lin,406,62,95,43,266,83.97
M2,2023-11-08,Soie,487,43,91,39,237,78.08
M10,2024-12-12,Lin,230,46,97,49,218,82.42
M3,2023-03-16,Mélange,212,47,91,33,104,77.95
M7,2023-01-12,Polyester,177,54,95,44,106,81.5
M5,2025-06-22,Lin,123,47,84,35,156,76.99
M5,2025-12-01,Mélange,500,64,72,59,109,77.09
M9,2023-05-17,Lin,153,58,78,39,173,77.85
M9,2023-05-15,Soie,310,78,97,59,144,85.3
M1,2025-11-12,Lin,55,63,99,51,156,86.63
M2,2024-08-09,Mélange,442,60,72,55,234,74.76
M10,2023-10-24,Lin,253,67,100,51,113,87.96
M6,2024-08-11,Soie,169,57,71,44,295,78.1
M3,2023-07-12,Lin,233,76,69,30,167,76.8
M9,2024-10-24,Coton,122,78,68,30,227,80.74
M3,2024-04-02,Lin,353,58,67,32,142,70.0
M3,2024-04-15,Mélange,212,60,97,42,119,84.05
M3,2023-01-14,Soie,138,79,78,51,255,85.87
M7,2025-11-18,Coton,221,56,99,46,66,81.22
M6,2025-01-02,Coton,149,53,66,37,227,73.75
M5,2025-02-06,Mélange,323,54,70,32,269,77.51
M3,2024-09-22,Coton,474,51,64,41,251,72.29
M2,2025-08-13,Polyester,325,49,87,47,166,75.58
M5,2024-09-18,Coton,103,77,67,46,143,85.26
M1,2025-01-02,Soie,208,59,68,56,274,79.03
M7,2025-08-08,Lin,341,72,91,44,223,85.61
M6,2024-12-10,Mélange,217,64,100,42,132,86.62
M2,2023-02-20,Mélange,272,48,73,39,228,76.48
M3,2023-01-10,Soie,464,49,71,32,109,70.82
M2,2023-02-10,Coton,195,50,99,38,196,78.43
M8,2025-08-05,Mélange,500,76,67,32,180,82.06
M7,2025-09-04,Mélange,362,78,99,38,207,91.17
M3,2023-01-08,Mélange,407,52,67,53,200,74.53
M7,2023-01-12,Soie,259,41,70,52,60,70.0
M4,2023-02-01,Lin,326,61,72,47,161,82.27
M6,2025-04-18,Coton,217,51,77,37,286,74.04
M1,2025-03-22,Polyester,333,50,86,56,267,75.33
M10,2025-07-06,Mélange,81,43,88,42,196,76.58
M8,2023-09-20,Soie,174,54,71,57,202,77.11
M7,2023-09-11,Lin,159,70,86,58,251,83.31
M2,2023-04-14,Mélange,465,65,71,42,176,79.93
M9,2023-11-17,Polyester,447,46,60,32,108,70.13
M3,2025-09-24,Lin,165,78,69,33,232,80.89
M4,2023-09-16,Polyester,145,69,98,53,279,85.82
M6,2025-01-14,Coton,257,70,91,42,84,79.54
M6,2025-09-04,Mélange,135,40,100,58,299,74.81
M5,2025-08-14,Lin,444,44,99,34,179,77.28
M2,2025-09-21,Soie,307,47,82,48,167,73.6
M4,2023-12-22,Mélange,404,59,82,51,187,79.67
M1,2024-09-13,Lin,409,65,84,41,238,81.09
M3,2023-06-15,Mélange,495,62,96,56,84,85.11
M4,2023-06-11,Polyester,365,72,97,48,288,89.55
M4,2024-12-10,Mélange,189,67,100,50,62,84.17
M3,2025-08-05,Mélange,491,78,61,44,128,81.1
M10,2024-10-20,Soie,266,77,79,32,255,82.15
M7,2025-08-10,Soie,61,75,60,47,260,79.2
M8,2024-07-09,Polyester,336,62,99,57,206,82.39
M2,2023-07-15,Mélange,149,78,92,57,137,83.88
M4,2024-04-13,Polyester,479,69,93,60,221,80.04
M10,2025-09-01,Mélange,463,74,66,42,134,82.05
M5,2025-09-26,Polyester,211,40,98,35,229,76.86
M7,2023-03-13,Coton,217,50,67,56,287,70.59
M3,2025-01-01,Soie,70,65,85,39,201,83.09
M9,2023-04-01,Lin,188,74,76,41,193,81.34
M9,2023-06-16,Mélange,343,75,72,57,230,81.01
M5,2024-05-27,Mélange,332,55,99,49,248,83.14
M2,2024-06-01,Mélange,227,66,75,30,98,77.73
M1,2025-07-04,Coton,158,42,82,53,159,74.31
M10,2024-05-04,Mélange,232,53,61,59,151,70.27
M9,2025-11-28,Polyester,442,76,72,56,172,80.61
M5,2024-12-01,Soie,279,76,63,46,254,80.79
M2,2023-01-04,Mélange,291,50,86,58,224,74.11
M4,2024-05-09,Soie,240,47,63,37,129,70.75
M3,2025-06-14,Mélange,354,42,85,45,130,72.5
M9,2023-07-05,Soie,469,63,70,39,300,76.72
M3,2024-03-11,Coton,215,62,99,49,171,83.03
M7,2024-04-07,Lin,144,51,67,49,62,73.39
M5,2024-07-10,Soie,456,41,76,45,138,73.02
M9,2025-07-11,Polyester,400,60,83,49,117,79.68
M3,2023-08-27,Coton,484,54,94,37,140,80.36
M2,2023-12-27,Lin,197,61,82,36,86,80.65
M10,2023-02-28,Coton,51,55,85,34,228,76.0
M2,2024-03-14,Soie,171,80,69,50,178,80.39
M5,2025-06-23,Mélange,378,74,75,49,148,80.32
M6,2024-03-22,Mélange,216,50,71,48,231,73.63
M6,2025-06-16,Lin,414,60,66,42,89,75.9
M6,2023-09-28,Mélange,93,68,64,31,146,74.86
M1,2024-05-09,Polyester,207,78,65,38,174,78.41
M8,2023-05-15,Lin,441,63,100,36,151,82.19
M9,2024-12-26,Polyester,107,69,67,41,208,79.66
M10,2025-04-02,Soie,152,56,78,57,290,77.19
M6,2023-02-17,Lin,300,72,94,30,116,82.29
M4,2025-09-20,Soie,92,44,72,37,271,71.17
M3,2023-09-03,Soie,69,72,90,46,196,83.55
M6,2024-09-14,Lin,295,74,90,36,62,84.34
M3,2024-12-10,Polyester,400,44,80,35,91,71.5
M7,2024-09-02,Polyester,475,53,80,53,117,77.45
M2,2024-04-10,Mélange,339,46,82,43,235,72.23
M5,2024-03-19,Soie,304,45,90,44,250,76.58
M7,2024-03-19,Mélange,83,59,74,36,268,77.3
M10,2024-06-02,Mélange,181,64,100,55,170,83.57
M10,2023-01-18,Mélange,344,77,61,52,69,85.29
M10,2025-04-27,Mélange,224,70,74,48,64,81.9
M6,2025-09-10,Lin,98,45,94,49,164,75.49
M5,2025-09-10,Lin,383,58,84,38,248,78.61
M10,2023-09-12,Mélange,420,69,97,41,172,81.75
M8,2023-09-24,Polyester,375,76,82,54,193,83.24
M2,2025-10-15,Mélange,76,51,69,32,172,70.83
M9,2024-09-18,Mélange,388,80,64,56,95,82.43
M4,2024-10-17,Mélange,490,68,65,44,63,78.1
M5,2023-07-16,Polyester,218,46,77,55,297,72.97
M3,2025-04-21,Mélange,250,73,66,32,106,77.23
M1,2025-02-25,Lin,320,72,81,54,171,85.48
M2,2023-05-11,Mélange,175,79,91,56,197,85.06
M10,2025-10-21,Coton,470,41,99,51,294,80.57
M3,2024-03-18,Coton,277,69,96,31,154,84.73
M7,2024-02-21,Soie,349,53,74,56,262,75.46
M6,2023-11-11,Mélange,325,41,89,60,251,73.84
M4,2023-02-19,Lin,394,65,61,53,250,76.89
M4,2025-03-28,Mélange,90,40,75,60,279,70.0
M10,2023-12-14,Soie,207,48,80,41,91,75.04
M1,2023-09-23,Mélange,80,73,80,56,196,83.39
M2,2024-04-23,Coton,195,60,63,58,94,73.9
M8,2025-08-07,Lin,255,44,81,59,238,70.0
M7,2024-09-24,Soie,121,68,65,36,236,77.5
M10,2025-01-23,Soie,340,55,73,41,121,79.71
M1,2025-05-15,Polyester,328,60,87,32,153,81.29
M4,2023-10-16,Coton,383,61,84,56,156,78.78
M10,2024-04-13,Lin,232,62,67,33,157,77.5
M10,2024-08-06,Coton,387,48,92,59,121,75.27
M8,2025-07-14,Coton,487,50,94,49,167,75.59
M1,2024-05-09,Polyester,177,58,71,46,81,75.55
M2,2024-06-21,Soie,89,42,66,49,238,74.13
M4,2024-01-12,Polyester,324,80,79,43,272,84.85
M2,2024-04-01,Coton,146,75,94,30,94,83.81
M5,2025-02-09,Lin,299,66,73,43,94,79.4
M5,2023-10-11,Polyester,282,47,93,54,208,80.71
M4,2024-08-13,Coton,344,66,96,55,71,86.25
M5,2025-09-25,Mélange,370,40,96,35,104,79.64
M5,2024-02-28,Mélange,310,69,77,57,141,79.38
M4,2023-08-09,Polyester,325,69,68,57,185,78.49
M4,2023-02-25,Coton,378,67,95,60,203,79.07
M7,2025-09-25,Polyester,447,42,72,39,113,74.75
M9,2024-11-24,Coton,309,71,73,47,180,79.16
M6,2024-08-01,Mélange,163,54,73,42,132,76.63
M5,2023-06-07,Coton,169,40,98,30,219,72.41
M9,2023-06-09,Soie,61,51,94,34,161,76.72
M3,2023-02-20,Coton,184,44,70,57,282,70.0
M1,2024-02-01,Polyester,280,69,68,30,128,76.08
M1,2023-03-09,Soie,403,77,77,33,204,81.02
M6,2024-12-20,Lin,480,75,64,31,219,77.4
M5,2025-08-01,Coton,374,49,69,54,130,74.37
M10,2025-07-07,Mélange,293,49,84,38,281,73.89
M3,2023-03-10,Lin,241,45,91,56,136,75.94
M1,2023-09-27,Polyester,476,53,71,43,85,78.14
M10,2024-02-23,Coton,68,52,79,42,194,75.77
M7,2024-08-23,Lin,75,70,60,34,199,75.36
M3,2023-07-26,Coton,127,42,62,49,145,70.0
M7,2025-10-01,Lin,85,76,83,36,164,85.96
M1,2023-02-16,Polyester,288,70,98,40,67,85.99
M4,2024-04-20,Lin,220,76,60,30,264,76.74
M8,2023-02-07,Coton,147,42,88,35,101,75.17
M9,2023-11-13,Soie,339,42,92,45,286,74.8
M8,2024-06-28,Lin,145,47,61,55,270,71.66
M5,2023-09-26,Soie,455,47,91,33,205,76.72
M2,2023-07-02,Soie,477,40,89,38,138,73.78
M3,2023-03-12,Lin,438,59,78,57,261,75.22
M3,2023-04-19,Coton,381,65,60,34,147,73.53
M5,2025-08-26,Coton,122,41,97,38,138,77.37
M8,2023-07-21,Lin,242,79,61,36,232,82.56
M6,2023-11-15,Polyester,98,54,68,45,164,74.53
M10,2024-06-27,Polyester,418,75,61,51,94,80.42
M6,2023-02-04,Mélange,326,62,67,42,69,73.23
M10,2023-03-26,Coton,213,74,97,59,275,83.63
M7,2025-07-09,Mélange,500,65,78,53,215,79.44
M8,2024-07-02,Mélange,269,72,86,34,114,80.78
M1,2023-09-24,Mélange,319,57,79,44,126,76.83
M4,2025-01-16,Soie,470,75,65,48,88,79.56
M5,2024-01-02,Mélange,483,76,68,32,171,80.38
M7,2025-11-05,Mélange,427,73,72,42,215,81.33
M4,2024-05-15,Polyester,167,57,94,38,190,76.02
M1,2024-06-09,Mélange,130,47,74,48,195,70.06
M7,2023-12-24,Lin,125,40,70,32,102,70.0
M8,2023-04-25,Lin,493,40,82,58,144,72.72
M4,2024-04-26,Coton,81,41,61,47,192,70.0
M5,2023-01-17,Soie,282,55,97,33,216,78.5
M9,2023-07-26,Mélange,443,76,65,33,124,78.35
M1,2025-11-05,Coton,346,45,84,48,252,78.48
M4,2025-10-22,Lin,400,71,72,59,176,78.13
M9,2023-09-26,Mélange,422,69,99,31,159,84.47
M6,2024-07-08,Polyester,328,45,95,43,182,78.38
M1,2025-04-08,Coton,61,78,97,46,130,84.34
M7,2023-09-03,Coton,99,55,88,32,297,79.04
M6,2025-05-11,Coton,389,78,95,50,154,87.83
M9,2023-11-09,Lin,438,76,79,34,64,83.42
M1,2024-07-14,Coton,235,53,80,54,121,83.95
M1,2024-05-19,Soie,214,64,96,49,212,79.43
M5,2023-01-18,Soie,271,68,69,52,73,82.25
M3,2025-02-23,Polyester,379,41,68,52,257,70.0
M9,2024-01-05,Lin,120,54,92,44,212,80.97
M7,2023-08-09,Lin,67,73,82,46,287,84.01
M6,2024-05-06,Lin,289,54,82,50,109,76.75
M4,2023-10-04,Polyester,282,41,60,39,82,70.0
M9,2025-07-03,Lin,332,61,66,47,89,77.76
M3,2024-02-02,Polyester,227,76,61,39,230,76.77
M1,2024-07-01,Soie,358,51,74,31,127,74.8
M1,2024-02-01,Coton,115,75,75,46,96,82.47
M2,2025-07-03,Lin,152,48,96,53,296,75.74
M6,2025-06-01,Coton,114,41,76,60,196,70.0
M8,2025-05-10,Soie,272,60,74,60,268,78.31
M7,2024-07-08,Coton,498,59,71,58,96,74.23
M5,2024-04-01,Soie,472,41,66,49,82,71.42
M6,2024-08-28,Soie,418,80,73,60,247,80.14
M3,2023-08-14,Polyester,170,62,95,60,167,82.12
M9,2023-08-22,Lin,133,60,66,53,233,76.97
M3,2024-12-26,Soie,281,40,92,42,276,79.5
M7,2024-02-20,Polyester,407,65,69,57,93,76.55
M8,2024-10-10,Soie,486,74,88,46,279,86.94
M8,2025-04-12,Soie,474,45,70,48,75,73.1
M1,2025-08-10,Coton,261,46,92,39,188,79.59
M3,2024-01-10,Lin,170,60,77,55,113,75.96
M7,2024-11-14,Soie,330,49,67,34,82,73.39
M5,2025-03-01,Mélange,427,62,70,41,125,77.41
M7,2023-11-23,Polyester,460,58,65,54,91,74.47
M10,2025-03-15,Soie,446,52,94,47,80,80.18
M4,2024-11-19,Coton,488,67,74,39,117,80.2
M5,2025-09-09,Mélange,497,72,71,53,76,79.97
M10,2023-06-28,Soie,324,41,85,42,126,75.13
M2,2024-05-07,Coton,72,51,65,35,268,75.46
M5,2023-12-13,Coton,460,51,75,57,67,75.87
M1,2023-08-05,Polyester,362,73,87,30,270,84.04
M2,2023-12-07,Mélange,247,43,63,36,101,70.0
M2,2023-02-03,Mélange,278,75,97,49,214,85.32
M5,2024-02-08,Coton,56,53,79,59,299,76.81
M2,2025-09-14,Soie,432,46,97,56,179,78.75
M1,2024-11-23,Coton,372,64,69,54,300,80.15
M10,2025-05-28,Coton,419,72,76,33,208,79.19
M8,2023-04-15,Mélange,218,63,60,50,90,75.44
M6,2023-08-06,Lin,222,73,70,52,90,77.22
M9,2024-03-25,Mélange,396,68,93,53,60,82.62
M8,2024-02-14,Mélange,439,43,74,44,88,75.49
M1,2024-03-05,Mélange,403,72,67,54,217,78.27
M4,2024-08-25,Mélange,500,77,100,42,124,89.78
M2,2023-08-14,Mélange,151,71,81,56,118,80.92
M9,2025-12-23,Coton,53,51,78,47,63,77.15
M9,2023-01-06,Polyester,451,62,89,57,188,77.7
M5,2023-03-27,Polyester,149,48,73,58,161,72.57
M2,2024-09-12,Soie,349,42,84,49,231,70.0
M8,2024-11-22,Polyester,253,70,61,42,265,78.23
M6,2024-12-24,Coton,273,79,67,37,207,78.24
M3,2024-03-13,Coton,214,43,67,56,164,72.51
M2,2023-11-17,Coton,295,40,73,36,153,72.35
M5,2023-10-05,Lin,194,53,67,49,197,75.43
M5,2023-01-10,Mélange,487,58,92,32,116,82.24
M2,2023-01-05,Soie,357,44,60,40,279,70.0
M2,2025-09-13,Polyester,86,64,90,53,153,85.09
M5,2025-06-08,Soie,415,55,74,51,282,77.96
M5,2023-05-16,Mélange,96,45,60,40,64,70.03
M7,2025-07-28,Polyester,443,49,91,46,269,80.97
M2,2025-02-05,Polyester,291,55,95,40,142,78.29
M9,2023-04-19,Coton,279,71,81,55,85,79.85
M6,2024-03-13,Mélange,304,72,66,40,152,78.58
M1,2023-03-10,Mélange,286,50,74,53,158,73.14
M5,2024-08-05,Soie,438,63,77,43,257,77.79
M1,2023-01-27,Polyester,83,68,66,30,177,79.05
M9,2025-08-18,Soie,112,63,84,55,127,79.18
M4,2024-05-08,Soie,390,43,73,33,184,71.81
M9,2023-05-17,Coton,447,51,88,39,270,76.56
M6,2025-03-11,Soie,393,51,84,31,101,71.66
M5,2024-03-18,Soie,400,73,85,34,288,83.24
M9,2023-01-15,Polyester,73,68,86,43,124,79.38
M7,2025-04-11,Lin,123,70,64,57,273,77.26
M4,2024-10-05,Mélange,255,70,86,52,95,80.06
M4,2024-11-23,Mélange,270,72,90,49,73,88.77
M1,2023-03-02,Polyester,314,73,85,48,233,86.12
M6,2023-11-17,Polyester,448,55,76,30,148,74.91
M10,2023-06-20,Lin,292,52,96,43,250,82.93
M8,2025-12-11,Soie,181,40,80,36,234,70.51
M7,2024-08-23,Soie,79,70,92,49,285,85.69
M6,2025-12-28,Polyester,180,50,87,57,79,76.4
M1,2023-08-07,Lin,475,73,76,34,276,81.43
M7,2023-03-21,Lin,283,53,71,31,240,75.84
M3,2024-11-16,Soie,102,46,64,56,178,71.86
M7,2023-05-06,Mélange,111,71,66,43,102,80.68
M10,2025-07-19,Mélange,240,47,78,38,274,70.99
M9,2024-10-01,Lin,66,63,71,60,86,74.18
M4,2023-12-14,Mélange,488,51,71,30,290,72.25
M10,2024-05-16,Mélange,57,46,77,35,233,73.39
M2,2024-08-25,Coton,266,74,61,57,78,75.74
M1,2024-01-11,Lin,462,45,85,59,109,78.52
M1,2024-08-06,Coton,199,77,72,36,107,84.73
M5,2024-03-19,Polyester,242,76,74,57,88,82.4
M5,2023-10-02,Soie,271,55,95,30,198,78.64
M7,2025-12-20,Polyester,183,43,70,58,149,70.0
M9,2023-03-15,Polyester,105,78,74,53,214,80.7
M3,2025-02-27,Soie,142,74,65,35,289,79.35
M7,2024-01-05,Lin,228,43,79,54,204,73.42
M7,2024-03-18,Soie,281,65,81,56,103,77.02
M5,2025-11-19,Polyester,155,77,91,38,219,86.57
M6,2024-05-27,Coton,281,40,92,57,199,73.69
M1,2023-03-02,Soie,433,71,83,54,165,78.28
M9,2023-10-02,Coton,390,46,96,60,275,74.28
M3,2024-04-20,Lin,445,44,83,54,271,73.17
M1,2025-04-06,Polyester,182,74,96,59,68,88.38
M3,2023-04-12,Polyester,148,55,73,35,61,76.21
M2,2023-02-20,Coton,128,63,81,41,278,77.63
M4,2024-10-17,Polyester,195,61,62,37,278,76.07
M9,2023-04-06,Mélange,195,53,99,36,253,76.81
M5,2023-09-01,Lin,251,50,97,43,93,82.17
M6,2024-05-03,Mélange,432,74,74,33,92,79.66
M3,2024-06-28,Mélange,79,68,81,54,213,80.61
M10,2023-08-13,Mélange,364,48,63,33,96,73.25
M4,2024-03-03,Coton,296,69,79,48,155,79.33
M1,2025-04-15,Soie,143,78,77,50,83,81.01
M6,2024-08-03,Mélange,457,46,97,34,106,75.83
M4,2023-07-28,Coton,296,63,74,53,162,80.18
M5,2024-05-13,Soie,213,49,92,50,294,75.06
M2,2024-04-01,Lin,409,41,99,43,90,72.04
M1,2024-03-09,Mélange,353,50,94,58,128,76.3
M1,2023-06-12,Lin,135,46,64,41,236,72.9
M1,2023-02-19,Polyester,98,57,73,53,257,78.5
M2,2024-10-15,Polyester,171,43,93,57,173,74.17
M3,2025-05-28,Polyester,288,78,68,41,237,81.38
M3,2024-11-26,Lin,97,72,94,37,241,87.11
M6,2023-05-25,Mélange,455,47,97,35,248,73.76
M9,2024-10-07,Soie,302,42,87,45,222,75.22
M4,2024-06-04,Lin,437,50,97,48,202,80.18
M6,2025-11-10,Mélange,79,50,81,44,243,77.9
M7,2024-12-17,Polyester,79,73,81,50,188,82.08
M9,2025-07-23,Lin,474,74,70,54,142,80.47
M8,2024-07-16,Lin,257,51,61,53,190,70.0
M3,2023-11-28,Mélange,448,50,83,39,296,75.08
M6,2023-03-06,Polyester,91,77,85,35,202,85.01
M6,2025-11-21,Coton,436,46,94,35,150,74.64
M7,2024-04-19,Lin,437,59,88,35,201,79.42
M5,2023-04-09,Lin,380,40,65,57,103,70.0
M2,2023-10-23,Polyester,341,76,71,49,62,81.51
M7,2024-01-09,Soie,137,68,62,34,164,76.94
M6,2023-08-27,Coton,347,63,87,36,107,78.57
M5,2025-02-19,Coton,59,54,99,32,72,78.99
M4,2023-03-10,Lin,239,52,94,49,105,80.82
M8,2023-12-02,Coton,94,77,74,42,278,83.61
M7,2023-06-13,Coton,320,49,89,45,228,77.33
M5,2023-07-10,Soie,106,66,63,45,171,78.85
M4,2024-04-15,Mélange,415,62,60,30,206,75.03
M3,2024-11-05,Lin,188,67,65,44,271,74.8
M4,2025-10-09,Coton,155,52,86,33,63,78.72
M5,2025-02-13,Coton,272,59,68,60,111,73.63
M6,2023-08-06,Polyester,468,58,67,59,251,74.85
M8,2024-01-14,Soie,387,64,93,41,182,85.39
M4,2024-07-26,Polyester,359,58,71,49,71,74.06
M2,2024-01-03,Soie,217,61,66,46,200,75.88
M8,2025-03-02,Mélange,365,76,72,35,136,80.62
M3,2024-02-25,Polyester,336,54,88,39,128,77.03
M8,2024-04-17,Lin,162,57,82,43,259,82.57
M7,2023-06-28,Mélange,180,68,96,54,62,82.09
M5,2023-07-18,Mélange,239,54,84,56,254,75.69
M10,2024-12-23,Coton,193,69,71,36,192,79.51
M5,2023-09-28,Coton,384,40,60,49,146,70.0
M6,2025-05-08,Polyester,296,57,71,32,160,73.91
M6,2023-08-18,Mélange,358,41,62,48,259,70.73
M2,2025-11-14,Polyester,394,67,63,39,185,76.83
M2,2025-05-09,Polyester,163,69,92,60,292,81.91
M4,2024-11-28,Soie,76,65,84,32,198,78.64
M6,2024-04-13,Soie,181,66,89,34,233,78.37
M9,2025-12-20,Coton,238,59,65,46,155,77.14
M10,2025-03-19,Coton,80,49,88,45,296,81.81
M2,2025-08-21,Coton,447,73,79,40,70,82.74
M9,2024-01-11,Soie,60,58,75,41,165,78.05
M1,2024-10-17,Lin,411,55,88,38,294,80.09
M4,2025-04-01,Lin,63,65,90,50,172,79.96
M7,2023-12-06,Soie,408,47,95,59,94,79.71
M7,2023-10-01,Soie,489,70,96,50,131,85.6
M9,2025-06-22,Soie,310,72,87,40,115,87.26
M10,2023-05-22,Coton,248,70,73,48,166,79.53
M3,2024-01-24,Mélange,405,79,92,54,183,89.94
M6,2023-03-27,Polyester,484,41,100,39,206,78.65
M2,2025-02-18,Soie,80,56,95,43,255,82.51
M7,2023-02-13,Soie,65,66,85,36,107,81.47
M3,2025-10-06,Mélange,396,40,90,36,267,73.7
M9,2024-02-18,Mélange,91,76,94,59,100,87.2
M3,2023-08-03,Soie,409,60,73,54,265,77.08
M8,2023-07-19,Coton,323,67,79,49,127,77.17
M5,2025-04-03,Lin,65,53,97,47,235,78.67
M4,2023-05-12,Polyester,204,80,98,52,64,87.83
M10,2023-02-20,Mélange,264,68,61,42,213,78.62
M6,2025-09-06,Mélange,274,52,60,41,126,72.69
M5,2023-01-23,Lin,337,72,77,51,261,84.24
