Tache_ID,Date,Produit,Type_tissu,Quantite_kg,Machine_utilisee,Duree_min,Resultat_qualite_pct
T02570,2024-03-09,Draps,Polyester,124,M7,140,70.73
T02571,2024-03-14,Draps,Soie,78,M5,163,70.0
T02572,2024-04-01,Draps,Soie,132,M5,178,72.73
T02573,2024-07-23,Draps,Polyester,446,M4,78,77.0
T02574,2023-10-23,Tissus techniques,Mélange,157,M8,132,77.59
T02575,2024-07-13,Housses,Lin,302,M8,246,73.84
T02576,2024-03-10,Serviettes,Polyester,136,M8,190,70.0
T02577,2024-12-03,Serviettes,Mélange,391,M8,223,71.36
T02578,2024-02-05,Housses,Lin,268,M2,100,75.27
T02579,2024-12-19,Housses,Mélange,286,M8,215,74.03
T02580,2025-10-28,Rideaux,Mélange,87,M10,139,70.0
T02581,2025-01-14,Housses,Coton,140,M8,148,76.37
T02582,2024-02-24,Draps,Polyester,68,M9,168,73.36
T02583,2024-04-05,Rideaux,Mélange,251,M9,128,74.94
T02584,2025-02-01,Tissus techniques,Lin,191,M8,79,77.91
T02585,2024-06-13,Housses,Lin,372,M9,249,79.43
T02586,2024-06-03,Serviettes,Coton,222,M5,88,71.97
T02587,2024-03-17,Draps,Soie,306,M7,285,73.0
T02588,2024-08-25,Tissus techniques,Coton,108,M7,208,74.61
T02589,2024-03-01,Serviettes,Lin,148,M7,92,74.15
T02590,2024-01-13,Rideaux,Lin,394,M9,78,78.39
T02591,2023-08-18,Housses,Polyester,248,M3,299,72.42
T02592,2023-06-10,Serviettes,Polyester,382,M2,101,79.46
T02593,2025-01-10,Rideaux,Mélange,459,M10,267,76.91
T02594,2024-04-23,Housses,Polyester,479,M10,297,79.27
T02595,2024-03-10,Draps,Polyester,485,M1,74,84.04
T02596,2024-06-26,Draps,Coton,425,M7,224,76.52
T02597,2024-07-01,Rideaux,Mélange,312,M1,208,71.52
T02598,2024-10-06,Rideaux,Lin,346,M9,81,73.76
T02599,2024-09-21,Housses,Lin,133,M3,155,75.64
T02600,2024-01-06,Draps,Coton,260,M9,251,75.96
T02601,2024-07-22,Draps,Lin,468,M9,215,78.97
T02602,2025-12-06,Housses,Coton,181,M10,189,72.09
T02603,2025-07-12,Tissus techniques,Mélange,388,M2,271,79.22
T02604,2025-08-18,Draps,Polyester,182,M9,238,71.09
T02605,2023-07-26,Draps,Coton,211,M4,202,75.14
T02606,2023-04-13,Tissus techniques,Polyester,195,M10,110,71.71
T02607,2024-08-23,Rideaux,Lin,76,M4,135,70.0
T02608,2025-03-14,Tissus techniques,Mélange,432,M5,267,76.73
T02609,2024-07-14,Draps,Coton,442,M6,298,77.71
T02610,2024-07-18,Draps,Soie,51,M10,158,70.87
T02611,2024-11-02,Rideaux,Soie,311,M8,277,76.93
T02612,2024-07-01,Draps,Soie,328,M3,233,70.0
T02613,2025-07-28,Draps,Polyester,433,M8,118,76.24
T02614,2023-08-10,Housses,Coton,126,M8,213,71.35
T02615,2024-12-23,Serviettes,Soie,153,M1,88,77.58
T02616,2025-10-14,Housses,Mélange,206,M7,275,70.88
T02617,2024-03-04,Tissus techniques,Polyester,497,M6,227,80.43
T02618,2024-06-18,Housses,Mélange,324,M5,110,80.97
T02619,2025-07-18,Rideaux,Polyester,481,M4,236,75.68
T02620,2025-01-22,Tissus techniques,Mélange,190,M2,271,74.98
T02621,2024-06-15,Housses,Polyester,227,M8,110,72.13
T02622,2025-02-11,Tissus techniques,Soie,345,M10,180,75.39
T02623,2025-03-17,Draps,Polyester,267,M2,108,72.93
T02624,2025-01-05,Serviettes,Lin,450,M8,283,76.8
T02625,2024-04-20,Draps,Soie,414,M10,132,86.45
T02626,2025-08-07,Housses,Soie,251,M9,178,77.55
T02627,2025-12-13,Rideaux,Mélange,259,M5,279,78.49
T02628,2024-02-18,Draps,Soie,232,M4,128,76.12
T02629,2023-10-14,Draps,Mélange,377,M10,172,72.72
T02630,2025-06-04,Draps,Soie,211,M7,115,75.4
T02631,2024-05-02,Tissus techniques,Coton,128,M2,68,75.78
T02632,2025-02-13,Serviettes,Soie,364,M7,218,74.72
T02633,2024-08-06,Tissus techniques,Mélange,406,M4,114,81.02
T02634,2023-03-13,Serviettes,Soie,152,M2,204,75.15
T02635,2024-09-06,Rideaux,Lin,265,M10,188,80.86
T02636,2023-03-02,Draps,Soie,292,M9,236,74.59
T02637,2025-08-06,Tissus techniques,Soie,111,M6,168,70.0
T02638,2025-02-21,Rideaux,Soie,462,M1,78,78.16
T02639,2023-10-27,Housses,Lin,395,M10,251,82.21
T02640,2024-11-12,Rideaux,Coton,499,M7,130,74.49
T02641,2024-01-16,Draps,Polyester,71,M1,170,70.0
T02642,2025-12-22,Tissus techniques,Polyester,134,M9,144,72.95
T02643,2023-01-02,Rideaux,Polyester,241,M8,237,73.49
T02644,2025-09-13,Housses,Polyester,366,M3,98,77.34
T02645,2023-03-28,Draps,Coton,443,M7,297,81.7
T02646,2024-12-22,Housses,Soie,381,M8,138,75.96
T02647,2025-02-10,Rideaux,Lin,376,M1,81,71.9
T02648,2025-11-01,Serviettes,Polyester,123,M1,243,78.59
T02649,2024-12-18,Tissus techniques,Lin,84,M8,67,70.0
T02650,2024-12-14,Tissus techniques,Mélange,291,M1,229,72.64
T02651,2025-11-18,Draps,Soie,362,M7,96,80.55
T02652,2023-02-14,Tissus techniques,Coton,125,M4,70,71.35
T02653,2024-07-23,Rideaux,Mélange,165,M7,266,73.11
T02654,2024-10-20,Housses,Coton,432,M2,164,80.09
T02655,2025-07-12,Housses,Coton,475,M4,168,82.75
T02656,2024-12-06,Serviettes,Lin,490,M1,199,78.8
T02657,2024-02-22,Draps,Lin,101,M4,279,76.58
T02658,2023-12-23,Rideaux,Coton,497,M10,297,73.53
T02659,2024-04-20,Housses,Polyester,298,M9,109,78.24
T02660,2024-09-18,Draps,Polyester,253,M1,253,72.54
T02661,2025-09-05,Rideaux,Soie,204,M1,249,78.2
T02662,2024-10-23,Rideaux,Lin,209,M5,132,74.61
T02663,2023-11-15,Rideaux,Soie,269,M7,82,73.36
T02664,2025-07-06,Draps,Lin,137,M4,209,74.73
T02665,2023-10-12,Draps,Coton,395,M10,183,80.58
T02666,2024-02-02,Serviettes,Lin,461,M2,160,81.15
T02667,2024-09-23,Draps,Mélange,285,M3,156,72.61
T02668,2025-08-22,Draps,Polyester,387,M2,246,76.29
T02669,2023-10-08,Housses,Mélange,159,M1,214,73.17
T02670,2023-05-11,Housses,Coton,252,M8,274,74.92
T02671,2023-10-28,Draps,Mélange,174,M1,129,75.73
T02672,2023-01-03,Housses,Polyester,349,M1,257,70.94
T02673,2024-03-16,Serviettes,Coton,90,M9,172,72.8
T02674,2024-06-28,Tissus techniques,Soie,145,M3,130,72.03
T02675,2023-03-17,Tissus techniques,Polyester,422,M1,239,75.92
T02676,2023-09-10,Draps,Coton,99,M10,150,70.0
T02677,2025-10-21,Serviettes,Lin,142,M5,209,72.2
T02678,2023-12-09,Rideaux,Polyester,64,M7,170,70.0
T02679,2023-06-19,Serviettes,Lin,118,M1,284,70.26
T02680,2025-08-27,Tissus techniques,Polyester,469,M9,158,76.75
T02681,2023-09-07,Housses,Lin,228,M6,236,76.16
T02682,2025-02-10,Serviettes,Lin,462,M2,263,76.82
T02683,2023-12-16,Serviettes,Polyester,229,M7,248,73.93
T02684,2023-06-03,Housses,Lin,78,M9,223,76.19
T02685,2023-09-14,Draps,Soie,312,M1,194,79.22
T02686,2024-02-07,Rideaux,Lin,315,M5,173,79.01
T02687,2023-03-09,Serviettes,Coton,403,M6,178,76.56
T02688,2023-12-08,Tissus techniques,Polyester,341,M6,208,78.45
T02689,2023-06-16,Draps,Soie,422,M3,262,77.74
T02690,2024-11-24,Housses,Lin,357,M1,239,76.55
T02691,2024-12-14,Housses,Mélange,325,M2,289,77.73
T02692,2023-12-15,Serviettes,Coton,382,M4,182,75.85
T02693,2023-03-23,Tissus techniques,Coton,246,M8,83,79.4
T02694,2024-12-16,Serviettes,Soie,77,M3,97,71.06
T02695,2025-05-03,Draps,Lin,263,M3,84,77.12
T02696,2023-09-07,Draps,Mélange,155,M3,64,77.47
T02697,2025-02-10,Serviettes,Coton,478,M10,120,82.65
T02698,2025-05-27,Draps,Polyester,460,M4,83,74.97
T02699,2025-02-23,Housses,Mélange,135,M4,73,74.03
T02700,2024-04-03,Serviettes,Mélange,286,M3,205,78.27
T02701,2025-09-16,Serviettes,Mélange,280,M8,78,78.28
T02702,2023-12-02,Rideaux,Lin,486,M4,189,76.38
T02703,2024-11-13,Housses,Coton,429,M10,61,76.61
T02704,2023-12-16,Tissus techniques,Mélange,268,M5,100,78.34
T02705,2025-08-15,Draps,Mélange,286,M9,260,73.43
T02706,2024-03-12,Serviettes,Mélange,366,M2,108,76.42
T02707,2025-06-28,Rideaux,Coton,165,M2,280,78.03
T02708,2025-08-21,Rideaux,Polyester,325,M6,267,76.36
T02709,2025-02-26,Housses,Polyester,179,M5,103,71.4
T02710,2025-04-07,Rideaux,Polyester,71,M3,155,70.0
T02711,2025-09-21,Housses,Polyester,455,M6,294,80.1
T02712,2023-01-17,Housses,Mélange,127,M2,173,70.0
T02713,2023-01-17,Tissus techniques,Polyester,324,M6,122,75.74
T02714,2023-06-20,Housses,Soie,197,M7,238,74.94
T02715,2023-09-24,Tissus techniques,Lin,472,M6,124,83.34
T02716,2024-08-16,Rideaux,Lin,311,M9,90,78.22
T02717,2025-08-26,Tissus techniques,Mélange,165,M6,108,71.16
T02718,2023-05-16,Housses,Coton,463,M2,62,82.8
T02719,2025-02-26,Tissus techniques,Lin,108,M10,193,71.26
T02720,2025-08-09,Rideaux,Soie,347,M4,83,73.23
T02721,2024-09-23,Draps,Polyester,397,M2,159,77.42
T02722,2024-10-04,Housses,Coton,302,M1,221,80.35
T02723,2024-05-11,Draps,Mélange,403,M7,133,78.56
T02724,2025-03-08,Draps,Soie,405,M7,76,78.14
T02725,2025-01-04,Tissus techniques,Polyester,450,M9,281,83.91
T02726,2024-03-11,Serviettes,Polyester,489,M7,275,75.49
T02727,2024-02-20,Serviettes,Coton,245,M5,271,71.04
T02728,2024-04-23,Housses,Coton,444,M9,182,74.03
T02729,2024-04-11,Housses,Mélange,336,M4,101,77.84
T02730,2025-05-07,Rideaux,Mélange,420,M6,294,78.9
T02731,2023-04-07,Serviettes,Coton,416,M7,250,82.95
T02732,2025-06-09,Serviettes,Lin,175,M3,130,74.23
T02733,2024-10-08,Rideaux,Polyester,113,M7,217,71.05
T02734,2024-09-17,Serviettes,Soie,465,M8,183,79.31
T02735,2023-01-10,Serviettes,Mélange,304,M2,188,76.43
T02736,2025-09-22,Rideaux,Lin,288,M2,248,70.74
T02737,2024-12-20,Tissus techniques,Polyester,263,M5,297,83.39
T02738,2024-06-24,Serviettes,Mélange,489,M3,193,81.34
T02739,2024-01-28,Serviettes,Polyester,299,M7,299,76.61
T02740,2025-07-10,Rideaux,Polyester,481,M5,60,81.47
T02741,2024-07-17,Housses,Mélange,422,M5,98,80.57
T02742,2024-04-06,Housses,Lin,253,M10,119,74.64
T02743,2023-11-18,Draps,Coton,100,M9,185,70.11
T02744,2023-02-21,Serviettes,Mélange,328,M4,246,78.36
T02745,2023-03-02,Draps,Polyester,269,M6,174,76.54
T02746,2023-11-07,Housses,Soie,391,M2,164,75.39
T02747,2025-01-03,Housses,Soie,85,M10,87,75.96
T02748,2023-12-28,Tissus techniques,Polyester,80,M7,211,72.48
T02749,2024-09-02,Rideaux,Coton,312,M5,71,78.43
T02750,2024-11-16,Tissus techniques,Lin,231,M1,120,78.8
T02751,2023-09-26,Housses,Polyester,350,M8,272,77.07
T02752,2024-02-13,Serviettes,Lin,134,M9,140,73.63
T02753,2024-07-28,Serviettes,Lin,266,M7,271,77.75
T02754,2025-01-27,Serviettes,Lin,221,M3,283,72.25
T02755,2025-02-16,Housses,Lin,104,M2,278,72.24
T02756,2025-03-18,Housses,Coton,176,M1,268,73.9
T02757,2025-06-03,Draps,Lin,282,M2,216,72.77
T02758,2023-06-21,Housses,Coton,185,M8,282,80.65
T02759,2025-10-14,Draps,Polyester,243,M3,122,70.64
T02760,2023-01-19,Rideaux,Soie,345,M8,163,73.01
T02761,2025-09-11,Rideaux,Lin,183,M7,264,77.6
T02762,2024-06-17,Serviettes,Mélange,215,M5,163,76.44
T02763,2023-08-07,Serviettes,Lin,55,M1,117,70.0
T02764,2025-01-09,Tissus techniques,Coton,245,M7,267,76.72
T02765,2023-04-10,Serviettes,Polyester,176,M1,90,77.92
T02766,2023-11-17,Draps,Mélange,197,M1,252,73.85
T02767,2023-02-03,Serviettes,Mélange,226,M3,73,82.32
T02768,2024-11-24,Housses,Coton,324,M8,247,71.31
T02769,2025-05-04,Rideaux,Soie,228,M7,271,76.64
T02770,2024-11-08,Tissus techniques,Coton,302,M1,221,79.54
T02771,2024-12-08,Tissus techniques,Lin,441,M8,240,81.49
T02772,2024-02-09,Serviettes,Polyester,172,M6,149,72.83
T02773,2025-05-14,Serviettes,Lin,128,M9,286,71.69
T02774,2025-05-15,Tissus techniques,Soie,68,M1,216,72.69
T02775,2024-05-26,Housses,Coton,344,M2,225,79.33
T02776,2023-07-04,Housses,Lin,241,M9,85,76.63
T02777,2024-02-10,Draps,Mélange,452,M6,219,82.16
T02778,2024-01-02,Rideaux,Mélange,359,M7,145,74.12
T02779,2024-01-18,Rideaux,Soie,338,M6,129,76.08
T02780,2025-05-20,Rideaux,Soie,431,M10,271,75.8
T02781,2024-08-12,Rideaux,Soie,499,M2,101,78.82
T02782,2023-05-01,Draps,Coton,436,M6,94,81.77
T02783,2023-10-01,Rideaux,Coton,372,M2,151,77.76
T02784,2023-08-14,Serviettes,Mélange,417,M5,103,86.16
T02785,2023-02-05,Draps,Soie,119,M3,70,72.96
T02786,2025-05-08,Rideaux,Lin,145,M1,192,73.08
T02787,2023-05-28,Draps,Mélange,330,M6,178,76.92
T02788,2024-12-17,Tissus techniques,Lin,197,M2,231,72.03
T02789,2025-04-15,Serviettes,Lin,70,M8,117,71.23
T02790,2024-08-04,Serviettes,Soie,426,M2,188,81.9
T02791,2024-08-09,Housses,Soie,313,M10,152,76.6
T02792,2023-12-28,Rideaux,Lin,214,M9,141,71.9
T02793,2023-06-11,Housses,Mélange,224,M2,140,71.7
T02794,2024-02-10,Serviettes,Soie,77,M5,121,70.19
T02795,2025-08-05,Rideaux,Lin,51,M9,191,71.24
T02796,2024-09-25,Tissus techniques,Coton,268,M5,226,78.94
T02797,2023-05-10,Serviettes,Polyester,432,M1,205,74.62
T02798,2025-07-19,Serviettes,Lin,449,M8,144,78.02
T02799,2025-08-19,Draps,Coton,217,M6,64,74.77
T02800,2025-09-01,Tissus techniques,Lin,343,M6,193,71.36
T02801,2024-06-09,Rideaux,Coton,371,M6,289,74.92
T02802,2025-11-21,Serviettes,Mélange,249,M6,121,72.94
T02803,2024-01-28,Rideaux,Soie,260,M9,286,72.81
T02804,2023-10-18,Rideaux,Soie,330,M4,292,77.18
T02805,2024-01-12,Draps,Mélange,171,M5,138,72.94
T02806,2023-03-15,Rideaux,Polyester,184,M8,233,72.01
T02807,2023-02-09,Serviettes,Mélange,223,M1,121,75.74
T02808,2025-04-14,Housses,Lin,244,M9,117,80.05
T02809,2024-01-05,Draps,Coton,64,M5,148,76.2
T02810,2024-10-17,Draps,Polyester,249,M1,161,70.0
T02811,2024-04-10,Housses,Lin,60,M10,168,72.93
T02812,2024-07-07,Rideaux,Mélange,113,M7,156,71.73
T02813,2023-06-24,Rideaux,Soie,280,M4,277,76.07
T02814,2025-10-02,Rideaux,Polyester,222,M5,109,73.25
T02815,2024-03-26,Serviettes,Lin,91,M10,220,72.17
T02816,2023-02-23,Serviettes,Coton,417,M1,202,78.79
T02817,2023-02-22,Draps,Lin,327,M8,180,74.8
T02818,2023-12-18,Draps,Coton,278,M8,260,72.87
T02819,2025-10-26,Housses,Coton,489,M10,236,78.43
T02820,2024-09-25,Tissus techniques,Coton,405,M7,280,78.8
T02821,2024-07-17,Housses,Polyester,152,M4,300,74.84
T02822,2023-07-11,Draps,Mélange,327,M4,117,79.1
T02823,2025-02-22,Serviettes,Soie,121,M5,215,70.94
T02824,2025-01-04,Rideaux,Coton,234,M5,111,75.53
T02825,2025-04-09,Tissus techniques,Mélange,314,M10,193,79.17
T02826,2024-08-22,Serviettes,Mélange,498,M5,123,83.46
T02827,2025-06-27,Serviettes,Soie,141,M6,244,72.64
T02828,2025-01-03,Rideaux,Lin,391,M6,193,77.16
T02829,2024-10-14,Serviettes,Coton,68,M4,106,71.93
T02830,2023-01-06,Draps,Coton,418,M10,94,74.91
T02831,2024-11-18,Tissus techniques,Coton,482,M2,185,79.06
T02832,2023-09-12,Rideaux,Polyester,236,M6,72,76.95
T02833,2024-02-21,Housses,Coton,472,M8,277,81.37
T02834,2025-07-28,Draps,Polyester,131,M7,262,71.81
T02835,2024-03-10,Rideaux,Lin,260,M8,182,75.85
T02836,2025-01-27,Rideaux,Coton,94,M1,188,70.0
T02837,2023-01-21,Serviettes,Soie,191,M10,86,75.93
T02838,2023-06-22,Housses,Soie,182,M9,211,73.41
T02839,2024-07-09,Serviettes,Polyester,126,M8,146,71.69
T02840,2025-04-03,Tissus techniques,Soie,436,M10,299,77.63
T02841,2023-01-12,Serviettes,Soie,139,M6,164,72.59
T02842,2024-07-08,Serviettes,Soie,151,M5,109,71.68
T02843,2024-09-18,Housses,Coton,366,M1,66,79.29
T02844,2023-01-06,Rideaux,Lin,61,M2,265,70.03
T02845,2023-08-15,Tissus techniques,Coton,249,M7,285,79.76
T02846,2023-06-22,Housses,Polyester,438,M8,199,83.16
T02847,2024-05-10,Draps,Coton,116,M9,139,70.0
T02848,2025-05-06,Draps,Soie,426,M3,262,78.73
T02849,2024-05-25,Serviettes,Coton,413,M10,125,76.31
T02850,2023-11-24,Rideaux,Soie,335,M10,277,75.72
T02851,2025-02-07,Tissus techniques,Soie,106,M7,77,78.13
T02852,2025-07-17,Rideaux,Mélange,392,M9,220,76.92
T02853,2025-10-20,Draps,Lin,246,M4,236,76.0
T02854,2025-12-26,Serviettes,Soie,500,M10,138,81.62
T02855,2023-05-12,Rideaux,Coton,352,M8,121,74.04
T02856,2023-04-02,Housses,Mélange,294,M1,116,73.31
T02857,2025-03-23,Rideaux,Lin,353,M9,152,73.44
T02858,2025-03-16,Draps,Polyester,364,M8,220,74.62
T02859,2025-04-09,Rideaux,Polyester,473,M7,285,70.91
T02860,2023-11-10,Tissus techniques,Polyester,296,M5,205,77.55
T02861,2024-06-19,Draps,Lin,100,M2,63,78.16
T02862,2023-06-05,Serviettes,Coton,492,M9,83,80.28
T02863,2024-10-12,Housses,Mélange,86,M3,110,70.0
T02864,2024-12-18,Housses,Soie,246,M1,190,72.99
T02865,2025-09-06,Serviettes,Lin,171,M6,85,72.04
T02866,2023-04-22,Housses,Polyester,413,M3,104,75.21
T02867,2024-12-09,Housses,Polyester,235,M8,64,77.28
T02868,2023-02-16,Tissus techniques,Mélange,387,M2,74,80.17
T02869,2023-11-07,Serviettes,Polyester,290,M1,277,72.33
T02870,2024-04-02,Housses,Coton,199,M2,131,76.16
T02871,2023-04-15,Rideaux,Soie,191,M6,234,78.4
T02872,2024-06-28,Draps,Soie,438,M4,253,84.47
T02873,2025-04-01,Draps,Soie,223,M5,275,83.06
T02874,2025-08-13,Rideaux,Soie,321,M2,273,73.71
T02875,2024-12-19,Draps,Soie,250,M6,145,83.47
T02876,2025-11-03,Tissus techniques,Lin,450,M9,159,77.94
T02877,2024-03-03,Serviettes,Soie,77,M2,182,70.0
T02878,2023-05-16,Serviettes,Lin,467,M3,215,80.32
T02879,2025-05-11,Serviettes,Coton,338,M7,240,75.01
T02880,2024-02-13,Rideaux,Polyester,499,M2,200,81.18
T02881,2025-01-26,Rideaux,Polyester,488,M1,67,75.8
T02882,2025-06-24,Serviettes,Mélange,426,M1,230,77.8
T02883,2025-10-09,Serviettes,Coton,449,M8,254,82.84
T02884,2025-07-23,Draps,Mélange,352,M1,280,76.87
T02885,2025-10-15,Housses,Mélange,456,M10,169,79.54
T02886,2024-12-19,Draps,Lin,101,M2,202,73.45
T02887,2024-01-28,Housses,Soie,315,M2,145,79.81
T02888,2024-05-23,Housses,Coton,266,M8,77,70.35
T02889,2024-06-14,Tissus techniques,Coton,395,M10,194,79.65
T02890,2024-07-16,Housses,Mélange,218,M2,247,73.56
T02891,2024-09-06,Draps,Lin,335,M6,97,77.2
T02892,2025-09-12,Tissus techniques,Mélange,203,M1,76,77.24
T02893,2024-05-23,Draps,Polyester,59,M7,191,70.0
T02894,2025-09-11,Draps,Coton,328,M9,224,73.52
T02895,2023-02-13,Tissus techniques,Mélange,300,M4,129,70.19
T02896,2025-01-18,Rideaux,Coton,407,M5,217,76.49
T02897,2024-07-15,Rideaux,Soie,387,M2,238,81.73
T02898,2024-10-11,Rideaux,Coton,121,M4,84,72.06
T02899,2023-12-10,Serviettes,Soie,336,M4,216,72.7
T02900,2025-11-13,Housses,Mélange,226,M8,84,73.06
T02901,2023-11-21,Housses,Polyester,287,M1,71,71.28
T02902,2023-07-18,Rideaux,Polyester,83,M3,103,70.0
T02903,2025-05-21,Draps,Lin,163,M9,254,74.43
T02904,2024-09-20,Serviettes,Coton,153,M9,89,70.0
T02905,2024-12-15,Tissus techniques,Coton,190,M1,206,77.14
T02906,2024-12-06,Tissus techniques,Lin,338,M3,98,76.55
T02907,2024-10-26,Rideaux,Lin,276,M7,103,75.78
T02908,2023-01-24,Housses,Mélange,488,M6,111,78.92
T02909,2023-12-15,Serviettes,Soie,460,M3,264,81.52
T02910,2023-07-13,Tissus techniques,Polyester,190,M10,225,76.15
T02911,2023-06-19,Tissus techniques,Lin,58,M4,176,72.17
T02912,2024-11-08,Tissus techniques,Polyester,241,M1,189,76.51
T02913,2025-09-07,Draps,Soie,337,M3,204,76.1
T02914,2024-09-04,Tissus techniques,Coton,192,M10,236,75.47
T02915,2024-08-05,Housses,Polyester,119,M8,244,71.37
T02916,2025-02-19,Draps,Soie,495,M4,175,79.91
T02917,2025-10-17,Draps,Coton,187,M8,97,72.92
T02918,2023-03-23,Housses,Mélange,335,M3,114,75.33
T02919,2025-08-19,Tissus techniques,Coton,442,M9,300,76.77
T02920,2024-08-02,Draps,Polyester,391,M3,288,79.22
T02921,2025-05-22,Serviettes,Polyester,195,M4,82,77.83
T02922,2023-03-20,Housses,Lin,465,M3,84,82.81
T02923,2023-04-13,Tissus techniques,Polyester,468,M1,69,75.59
T02924,2025-03-24,Rideaux,Polyester,125,M8,66,76.37
T02925,2025-09-07,Draps,Mélange,487,M2,199,78.79
T02926,2023-04-25,Rideaux,Lin,65,M8,86,73.1
T02927,2024-09-26,Housses,Lin,71,M6,251,70.0
T02928,2024-06-01,Housses,Lin,302,M6,235,76.47
T02929,2025-09-26,Tissus techniques,Mélange,238,M9,84,75.7
T02930,2025-08-09,Housses,Mélange,398,M5,166,73.51
T02931,2025-08-09,Housses,Lin,137,M4,103,74.56
T02932,2025-07-09,Serviettes,Polyester,54,M5,164,75.12
T02933,2024-08-03,Tissus techniques,Polyester,121,M7,152,71.9
T02934,2025-09-26,Rideaux,Coton,258,M7,263,79.24
T02935,2023-03-09,Rideaux,Coton,92,M2,170,71.27
T02936,2025-01-26,Draps,Lin,459,M5,240,81.73
T02937,2023-09-04,Draps,Soie,77,M8,161,70.0
T02938,2023-12-04,Draps,Mélange,467,M7,216,86.6
T02939,2025-12-06,Tissus techniques,Lin,97,M7,203,76.43
T02940,2024-08-06,Draps,Lin,74,M7,109,70.63
T02941,2023-05-03,Draps,Mélange,116,M5,125,70.0
T02942,2023-03-19,Rideaux,Polyester,52,M6,264,71.9
T02943,2024-09-23,Tissus techniques,Polyester,125,M10,266,70.0
T02944,2024-12-04,Tissus techniques,Lin,442,M5,262,80.17
T02945,2024-03-26,Tissus techniques,Lin,84,M9,280,72.91
T02946,2025-10-16,Draps,Soie,74,M5,128,70.0
T02947,2024-03-01,Serviettes,Soie,194,M5,247,77.24
T02948,2024-08-03,Housses,Mélange,89,M7,234,74.2
T02949,2024-04-10,Serviettes,Coton,180,M3,83,76.53
T02950,2023-05-01,Tissus techniques,Mélange,445,M2,281,78.93
T02951,2023-07-22,Tissus techniques,Polyester,355,M3,271,72.85
T02952,2025-01-16,Draps,Lin,315,M4,277,79.23
T02953,2025-05-06,Tissus techniques,Coton,485,M4,246,78.89
T02954,2024-03-10,Tissus techniques,Coton,263,M5,230,71.09
T02955,2025-10-05,Serviettes,Lin,211,M8,264,78.28
T02956,2023-07-24,Rideaux,Coton,456,M1,131,85.42
T02957,2025-12-19,Rideaux,Lin,184,M2,128,73.56
T02958,2023-11-09,Rideaux,Soie,207,M7,294,80.62
T02959,2024-04-20,Tissus techniques,Coton,466,M9,70,79.59
T02960,2023-03-24,Draps,Soie,156,M4,150,71.98
T02961,2024-06-21,Housses,Mélange,414,M8,218,76.39
T02962,2024-10-15,Rideaux,Soie,285,M6,167,80.61
T02963,2024-07-22,Tissus techniques,Soie,243,M7,299,72.52
T02964,2024-05-19,Draps,Lin,204,M9,86,76.29
T02965,2024-10-25,Rideaux,Coton,158,M3,137,71.48
T02966,2023-03-04,Tissus techniques,Polyester,430,M6,111,77.22
T02967,2025-03-28,Rideaux,Polyester,403,M3,90,81.15
T02968,2024-07-04,Draps,Coton,195,M10,191,72.76
T02969,2023-06-20,Draps,Coton,221,M9,85,73.21
T02970,2025-09-07,Tissus techniques,Polyester,88,M5,162,75.16
T02971,2025-01-11,Housses,Coton,324,M4,183,81.27
T02972,2024-06-07,Housses,Soie,345,M1,69,78.83
T02973,2024-08-18,Serviettes,Polyester,96,M1,198,70.0
T02974,2023-08-12,Draps,Mélange,219,M1,228,72.85
T02975,2023-06-09,Rideaux,Coton,157,M7,130,73.38
T02976,2023-03-24,Housses,Polyester,139,M3,236,73.74
T02977,2023-11-22,Housses,Polyester,349,M6,60,74.02
T02978,2023-02-05,Draps,Polyester,222,M10,151,76.61
T02979,2025-10-28,Rideaux,Mélange,446,M3,293,79.18
T02980,2024-02-20,Tissus techniques,Coton,271,M7,146,70.27
T02981,2024-04-13,Draps,Coton,329,M2,87,73.79
T02982,2025-08-25,Draps,Lin,116,M9,71,70.81
T02983,2025-04-05,Rideaux,Lin,325,M4,161,76.28
T02984,2023-05-09,Housses,Coton,290,M10,99,81.47
T02985,2023-11-14,Rideaux,Coton,209,M9,90,74.89
T02986,2023-02-28,Rideaux,Soie,333,M8,105,74.14
T02987,2024-02-04,Tissus techniques,Lin,294,M1,104,76.54
T02988,2023-06-07,Housses,Polyester,229,M1,281,73.52
T02989,2023-06-11,Housses,Mélange,253,M8,117,76.03
T02990,2023-04-22,Draps,Lin,110,M4,265,73.94
T02991,2023-12-28,Serviettes,Polyester,151,M5,241,76.65
T02992,2025-07-13,Tissus techniques,Lin,474,M10,88,79.41
T02993,2023-12-26,Tissus techniques,Lin,90,M6,118,76.72
T02994,2025-05-28,Rideaux,Coton,440,M7,60,81.52
T02995,2023-05-14,Draps,Lin,54,M6,243,70.0
T02996,2025-05-20,Housses,Polyester,181,M8,155,80.25
T02997,2023-10-07,Tissus techniques,Coton,64,M8,135,72.26
T02998,2025-02-07,Serviettes,Polyester,170,M4,237,70.89
T02999,2023-07-20,Rideaux,Coton,495,M8,149,84.86
T03000,2023-09-01,Draps,Soie,389,M6,158,84.01
T03001,2024-09-05,Rideaux,Polyester,183,M9,248,73.56
T03002,2023-09-14,Housses,Soie,95,M3,110,70.39
T03003,2025-06-25,Housses,Soie,362,M1,296,76.72
T03004,2024-01-16,Serviettes,Coton,409,M10,75,80.32
T03005,2024-03-19,Rideaux,Mélange,210,M7,263,78.03
T03006,2023-07-14,Tissus techniques,Soie,149,M2,293,74.69
